ID,specific_sheet_name,Year,quantity-type,quantity-value,quantity-units,FILING,FILETYPE,CIK,COMNAM,datadate,filingdate,NEG,POS,TWORDS,TONE,ACQ,LINK
4452,consolidated balance sheets,2015,Total assets,3632355000,thousands,4452,10-K,1170991,DCT Industrial Trust Inc.,31DEC2015,19FEB2016,96,92,10718,-0.000373204,19,edgar/data/1170991/0001564590-16-012924.txt
4456,consolidated balance sheets,2016,TOTAL ASSETS,47267840,thousands,4456,10-K,1289636,PROFIRE ENERGY INC,31MAR2016,13JUN2016,19,18,1951,-0.000512558,0,edgar/data/1289636/0001096906-16-001679.txt
4468,consolidated balance sheets,2016,Total assets,1165600000,thousands,4468,10-K,1375365,"Super Micro Computer, Inc.",30JUN2016,26AUG2016,64,44,10588,-0.001888931,0,edgar/data/1375365/0001628280-16-019274.txt
4471,consolidated balance sheets,2015,Total assets,3755800000,thousands,4471,10-K,1379041,"Employers Holdings, Inc.",31DEC2015,19FEB2016,400,111,12639,-0.022865733,1,edgar/data/1379041/0001379041-16-000232.txt
4474,consolidated balance sheets,2015,Total Assets,2275281000,thousands,4474,10-K,1380393,Fortress Investment Group LLC,31DEC2015,25FEB2016,308,234,33285,-0.002223224,3,edgar/data/1380393/0001380393-16-000027.txt
4476,consolidated balance sheets,2015,TOTAL ASSETS,14131000,thousands,4476,10-K,1360214,"Imprimis Pharmaceuticals, Inc.",31DEC2015,23MAR2016,89,56,8895,-0.003709949,19,edgar/data/1360214/0001493152-16-008212.txt
4480,consolidated balance sheets,2015,Total assets,13165,thousands,4480,10-K,1379661,Targa Resources Partners LP,31DEC2015,29FEB2016,177,102,19537,-0.00383887,41,edgar/data/1379661/0001140361-16-055576.txt
4485,consolidated balance sheets,2015,TOTAL ASSETS,4570656,thousands,4485,10-K,1379245,"PEARTRACK SECURITY SYSTEMS, INC.",31DEC2015,07JUN2016,85,56,5918,-0.004900304,4,edgar/data/1379245/0001379245-16-000039.txt
4488,consolidated balance sheets,2015,Total assets,5663,thousands,4488,10-K,1381531,Domtar CORP,31DEC2015,26FEB2016,84,56,5818,-0.00481265,11,edgar/data/1381531/0001564590-16-013475.txt
4491,consolidated balance sheets,2015,Total assets,402986000,thousands,4491,10-K,1366246,GLU MOBILE INC,31DEC2015,04MAR2016,137,106,14852,-0.002087261,27,edgar/data/1366246/0001558370-16-003851.txt
4494,consolidated balance sheets,2015,Total Assets,238626919,thousands,4494,10-K,1358190,Orient Paper Inc.,31DEC2015,23MAR2016,62,38,8825,-0.002719547,1,edgar/data/1358190/0001213900-16-011815.txt
4496,consolidated balance sheets,2016,TOTAL ASSETS,114627000,thousands,4496,10-K,1314772,"Summer Infant, Inc.",31JAN2016,24FEB2016,95,39,5356,-0.010455564,0,edgar/data/1314772/0001047469-16-010378.txt
4498,consolidated balance sheets,2015,Total assets,12996327000,thousands,4498,10-K,1383650,"Cheniere Energy Partners, L.P.",31DEC2015,19FEB2016,64,20,8288,-0.00530888,5,edgar/data/1383650/0001383650-16-000087.txt
4500,consolidated balance sheets,2015,Total assets,141385000,thousands,4500,10-K,1466815,"CAMBIUM LEARNING GROUP, INC.",31DEC2015,03MAR2016,97,84,7897,-0.001646195,22,edgar/data/1466815/0001564590-16-013921.txt
4507,consolidated balance sheets,2015,Total assets,391787000,thousands,4507,10-K,1385292,Monotype Imaging Holdings Inc.,31DEC2015,26FEB2016,123,112,12655,-0.000869222,41,edgar/data/1385292/0001193125-16-481975.txt
4511,consolidated balance sheets,2015,Total assets,5803,thousands,4511,10-K,1136352,Crestwood Equity Partners LP,31DEC2015,29FEB2016,161,56,12667,-0.008289256,37,edgar/data/1304464/0001136352-16-000018.txt
4519,consolidated balance sheets,2015,Total assets,275126000,thousands,4519,10-K,1145197,INSULET CORP,31DEC2015,29FEB2016,29,27,4144,-0.000482625,3,edgar/data/1145197/0001145197-16-000083.txt
4524,consolidated balance sheets,2016,Total Assets,17608,thousands,4524,10-K,1385157,TE Connectivity Ltd.,30SEP2016,15NOV2016,171,52,10755,-0.011064621,21,edgar/data/1385157/0001047469-16-016719.txt
4526,consolidated balance sheets,2015,Total assets,3359663000,thousands,4526,10-K,1232524,Jazz Pharmaceuticals plc,31DEC2015,23FEB2016,204,86,16159,-0.007302432,50,edgar/data/1232524/0001232524-16-000194.txt
4530,consolidated balance sheets,2015,Total assets,225627000,thousands,4530,10-K,1391127,"Limelight Networks, Inc.",31DEC2015,11FEB2016,191,59,10170,-0.012979351,4,edgar/data/1391127/0001391127-16-000172.txt
4538,consolidated balance sheets,2015,TOTAL ASSETS,9196410,thousands,4538,10-K,1031093,"SILVER BULL RESOURCES, INC.",31OCT2015,19JAN2016,121,38,5936,-0.01398248,5,edgar/data/1031093/0001079973-16-000755.txt
4541,consolidated balance sheets,2016,Total assets,95429137,thousands,4541,10-K,1392363,"China Advanced Construction Materials Group, Inc",30JUN2016,28SEP2016,126,40,5933,-0.014495196,0,edgar/data/1392363/0001062993-16-011584.txt
4547,consolidated balance sheets,2016,Total assets,980012000,thousands,4547,10-K,1207074,VIRTUSA CORP,31MAR2016,27MAY2016,151,131,14854,-0.001346439,36,edgar/data/1207074/0001047469-16-013504.txt
4550,consolidated balance sheets,2015,Total assets,12641876000,thousands,4550,10-K,1358071,CONCHO RESOURCES INC,31DEC2015,25FEB2016,220,81,15370,-0.009043591,14,edgar/data/1358071/0001358071-16-000026.txt
4552,consolidated balance sheets,2015,Total assets,1153,thousands,4552,10-K,1388195,PharMerica CORP,31DEC2015,26FEB2016,151,59,8473,-0.01085802,24,edgar/data/1388195/0001388195-16-000017.txt
4554,consolidated balance sheets,2015,Total assets,1118662000,thousands,4554,10-K,1131096,ATHENAHEALTH INC,31DEC2015,04FEB2016,73,63,9898,-0.001010305,15,edgar/data/1131096/0001131096-16-000248.txt
4558,consolidated balance sheets,2015,TOTAL ASSETS,4408,thousands,4558,10-K,1411207,Allison Transmission Holdings Inc,31DEC2015,19FEB2016,111,43,9126,-0.007451238,0,edgar/data/1411207/0001193125-16-469168.txt
4560,consolidated balance sheets,2015,Total assets,179541000,thousands,4560,10-K,1296205,ZAGG Inc,31DEC2015,08MAR2016,25,31,4457,0.001346197,1,edgar/data/1296205/0001013762-16-001367.txt
4562,consolidated balance sheets,2015,Total assets,2793489000,thousands,4562,10-K,1398659,Genpact LTD,31DEC2015,26FEB2016,149,113,14753,-0.002440182,32,edgar/data/1398659/0001193125-16-480871.txt
4565,consolidated balance sheets,2015,Total assets,132420000,thousands,4565,10-K,1464790,"B. Riley Financial, Inc.",31DEC2015,28MAR2016,292,77,15538,-0.013837045,30,edgar/data/1464790/0001615774-16-004657.txt
4568,consolidated balance sheets,2015,Total assets,15746,thousands,4568,10-K,1124610,"VMWARE, INC.",31DEC2015,25FEB2016,79,61,10991,-0.001637704,14,edgar/data/1124610/0001124610-16-000040.txt
4570,consolidated balance sheets,2015,Total assets,91918959,thousands,4570,10-K,1087294,CUMBERLAND PHARMACEUTICALS INC,31DEC2015,14MAR2016,56,53,7202,-0.000416551,5,edgar/data/1087294/0001628280-16-012682.txt
4573,consolidated balance sheets,2015,Total assets,135913000,thousands,4573,10-K,1376339,"MIMEDX GROUP, INC.",31DEC2015,29FEB2016,51,37,4846,-0.002888981,6,edgar/data/1376339/0001376339-16-000138.txt
4575,consolidated balance sheets,2015,Total assets,748691000,thousands,4575,10-K,1360530,"Vitamin Shoppe, Inc.",31DEC2015,23FEB2016,109,37,8201,-0.008779417,19,edgar/data/1360530/0001193125-16-473644.txt
4577,consolidated balance sheets,2015,Total assets,597975,thousands,4577,10-K,1335105,"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",31DEC2015,28MAR2016,95,79,9006,-0.001776593,2,edgar/data/1335105/0001493152-16-008321.txt
4579,consolidated balance sheets,2015,Total assets,16983,thousands,4579,10-K,1384365,"RAADR, INC.",31DEC2015,14APR2016,21,10,1848,-0.005952381,0,edgar/data/1384365/0001393905-16-000844.txt
4581,consolidated balance sheets,2015,Total assets,1751982208,thousands,4581,10-K,1353970,China XD Plastics Co Ltd,31DEC2015,15MAR2016,73,54,9539,-0.001991823,5,edgar/data/1353970/0001079973-16-000846.txt
4585,consolidated balance sheets,2015,Total assets,479385000,thousands,4585,10-K,1461640,HomeTown Bankshares Corp,31DEC2015,30MAR2016,167,72,8684,-0.010939659,3,edgar/data/1461640/0001437749-16-028616.txt
4590,consolidated balance sheets,2015,Total assets,2310635000,thousands,4590,10-K,1407623,RETAIL OPPORTUNITY INVESTMENTS CORP,31DEC2015,24FEB2016,62,72,10328,0.0009682417,32,edgar/data/1407623/0001171843-16-008096.txt
4593,consolidated balance sheets,2015,Total assets,2815492000,thousands,4593,10-K,1418175,DuPont Fabros Technology LP,31DEC2015,19FEB2016,158,56,14480,-0.007044199,4,edgar/data/1407739/0001407739-16-000178.txt
4596,consolidated balance sheets,2015,Total assets,3305,thousands,4596,10-K,1376139,CVR ENERGY INC,31DEC2015,19FEB2016,229,174,24166,-0.002275925,10,edgar/data/1376139/0001376139-16-000084.txt
4598,consolidated balance sheets,2015,Total assets,2709297000,thousands,4598,10-K,1384072,"Vanguard Natural Resources, LLC",31DEC2015,08MAR2016,307,79,18656,-0.012221269,40,edgar/data/1384072/0001384072-16-000138.txt
4601,consolidated balance sheets,2016,Total assets,2230918000,thousands,4601,10-K,1403568,"Ulta Salon, Cosmetics & Fragrance, Inc.",31JAN2016,30MAR2016,45,48,7166,0.0004186436,1,edgar/data/1403568/0001193125-16-523101.txt
4604,consolidated balance sheets,2015,Total assets,303896000,thousands,4604,10-K,1201792,AMERICAN PUBLIC EDUCATION INC,31DEC2015,29FEB2016,144,54,13012,-0.006916692,12,edgar/data/1201792/0001201792-16-000005.txt
4606,consolidated balance sheets,2015,Total assets,747759000,thousands,4606,10-K,1125376,"ENSIGN GROUP, INC",31DEC2015,10FEB2016,122,42,13333,-0.00600015,5,edgar/data/1125376/0001125376-16-000142.txt
4610,consolidated balance sheets,2015,Total Assets,740021000,thousands,4610,10-K,1401521,UNITED INSURANCE HOLDINGS CORP.,31DEC2015,02MAR2016,308,39,7860,-0.034223919,9,edgar/data/1401521/0001401521-16-000138.txt
4615,consolidated balance sheets,2015,Total assets,119242000,thousands,4615,10-K,1410172,"Rubicon Technology, Inc.",31DEC2015,14MAR2016,185,66,10874,-0.010943535,0,edgar/data/1410172/0001193125-16-502855.txt
4619,consolidated balance sheets,2015,Total assets,17477297,thousands,4619,10-K,1397047,"FlexShopper, Inc.",31DEC2015,30MAR2016,41,23,3326,-0.005411906,0,edgar/data/1397047/0001013762-16-001443.txt
4622,consolidated balance sheets,2015,Total assets,2133000,thousands,4622,10-K,1407038,"BG Medicine, Inc.",31DEC2015,04APR2016,86,42,8140,-0.005405405,1,edgar/data/1407038/0001193125-16-529513.txt
4628,consolidated balance sheets,2015,Total assets,1140976000,thousands,4628,10-K,1117106,NETSUITE INC,31DEC2015,24FEB2016,40,17,8609,-0.002671623,17,edgar/data/1117106/0001117106-16-000050.txt
4630,consolidated balance sheets,2016,TOTAL ASSETS,1320100,thousands,4630,10-K,822370,"MYnd Analytics, Inc.",30SEP2016,22DEC2016,117,45,9118,-0.007896469,0,edgar/data/822370/0001615774-16-009049.txt
4632,consolidated balance sheets,2015,Total assets,465500000,thousands,4632,10-K,1402829,Orion Marine Group Inc,31DEC2015,15MAR2016,107,64,8007,-0.005370301,5,edgar/data/1402829/0001402829-16-000040.txt
4635,consolidated balance sheets,2015,Total Assets,43811337,thousands,4635,10-K,1548240,"Yew Bio-Pharm Group, Inc.",31DEC2015,30MAR2016,57,44,9490,-0.001369863,2,edgar/data/1548240/0001213900-16-012043.txt
4640,consolidated balance sheets,2015,Total assets,540760000,thousands,4640,10-K,1541119,"Sound Financial Bancorp, Inc.",31DEC2015,30MAR2016,120,71,8443,-0.005803624,2,edgar/data/1541119/0001567619-16-002110.txt
4648,consolidated balance sheets,2015,Total assets,53081,thousands,4648,10-K,1396238,IRIS BIOTECHNOLOGIES INC,31DEC2015,30MAR2016,24,30,2970,0.002020202,2,edgar/data/1396238/0001554795-16-000602.txt
4650,consolidated balance sheets,2015,Total assets,17035000,thousands,4650,10-K,1425565,"Real Goods Solar, Inc.",31DEC2015,01APR2016,114,41,6543,-0.011156962,13,edgar/data/1425565/0001571049-16-013587.txt
4652,consolidated balance sheets,2015,Total assets,176102000,thousands,4652,10-K,1411158,"Anacor Pharmaceuticals, Inc.",31DEC2015,29FEB2016,148,120,14136,-0.001980758,0,edgar/data/1411158/0001047469-16-010583.txt
4656,consolidated balance sheets,2015,Total Assets,2027670,thousands,4656,10-K,1382574,"TRXADE GROUP, INC.",31DEC2015,28MAR2016,20,21,2962,0.0003376097,1,edgar/data/1382574/0001078782-16-002504.txt
4662,consolidated balance sheets,2015,Total assets,82144000,thousands,4662,10-K,1390478,"Galena Biopharma, Inc.",31DEC2015,10MAR2016,124,27,5927,-0.016365784,10,edgar/data/1390478/0001390478-16-000088.txt
4664,consolidated balance sheets,2016,Total assets,62072787,thousands,4664,10-K,1413263,"CHINA JO-JO DRUGSTORES, INC.",31MAR2016,28JUN2016,48,39,4193,-0.002146435,0,edgar/data/1413263/0001213900-16-014551.txt
4666,consolidated balance sheets,2015,Total assets,455699000,thousands,4666,10-K,1420302,"LogMeIn, Inc.",31DEC2015,19FEB2016,92,40,10589,-0.004910756,25,edgar/data/1420302/0001193125-16-469163.txt
4668,consolidated balance sheets,2015,Total assets,305987000,thousands,4668,10-K,1375151,"ZOGENIX, INC.",31DEC2015,15MAR2016,148,56,10640,-0.008646617,9,edgar/data/1375151/0001375151-16-000021.txt
4671,consolidated balance sheets,2015,Total assets,351196000,thousands,4671,10-K,1516479,"Insys Therapeutics, Inc.",31DEC2015,29FEB2016,114,48,10631,-0.006208259,6,edgar/data/1516479/0001437749-16-026220.txt
4675,consolidated balance sheets,2015,Total assets,390983000,thousands,4675,10-K,1469510,Resolute Energy Corp,31DEC2015,07MAR2016,155,79,11361,-0.006689552,14,edgar/data/1469510/0001564590-16-014121.txt
4680,consolidated balance sheets,2015,Total assets,371061000,thousands,4680,10-K,1162194,FLUIDIGM CORP,31DEC2015,29FEB2016,126,74,10485,-0.004959466,37,edgar/data/1162194/0001162194-16-000182.txt
4682,consolidated balance sheets,2015,Total Assets,640484000,thousands,4682,10-K,1421461,"Intrepid Potash, Inc.",31DEC2015,29FEB2016,176,58,11897,-0.009918467,2,edgar/data/1421461/0001421461-16-000031.txt
4684,consolidated balance sheets,2015,Total Assets,3302539,thousands,4684,10-K,1408146,SCANDIUM INTERNATIONAL MINING CORP.,31DEC2015,16MAR2016,43,10,2811,-0.011739594,4,edgar/data/1408146/0001062993-16-008361.txt
4686,consolidated balance sheets,2015,Total assets,746509782,thousands,4686,10-K,1426945,"Echo Global Logistics, Inc.",31DEC2015,26FEB2016,28,47,7241,0.002623947,14,edgar/data/1426945/0001426945-16-000016.txt
4688,consolidated balance sheets,2015,Total assets,2501546000,thousands,4688,10-K,1439095,MRC GLOBAL INC.,31DEC2015,24FEB2016,252,41,10331,-0.020423967,3,edgar/data/1439095/0001439095-16-000041.txt
4693,consolidated balance sheets,2016,Total Assets,9054144,thousands,4693,10-K,1422892,"Sino-Global Shipping America, Ltd.",30JUN2016,19SEP2016,62,26,4345,-0.008285386,10,edgar/data/1422892/0001144204-16-124426.txt
4698,consolidated balance sheets,2015,Total assets,802920000,thousands,4698,10-K,1390312,"Bancorp of New Jersey, Inc.",31DEC2015,30MAR2016,129,36,7706,-0.012068518,0,edgar/data/1390312/0001104659-16-108547.txt
4704,consolidated balance sheets,2015,TOTAL ASSETS,134204484,thousands,4704,10-K,1368308,"Highpower International, Inc.",31DEC2015,29MAR2016,49,28,4506,-0.004660453,1,edgar/data/1368308/0001144204-16-090977.txt
4706,consolidated balance sheets,2015,Total Assets,447409,thousands,4706,10-K,1402737,HCi Viocare,31DEC2015,30MAR2016,37,23,3396,-0.004122497,1,edgar/data/1402737/0001594062-16-000417.txt
4708,consolidated balance sheets,2015,TOTAL ASSETS,70484000,thousands,4708,10-K,1267602,ALIMERA SCIENCES INC,31DEC2015,15MAR2016,124,63,12394,-0.004921736,0,edgar/data/1267602/0001267602-16-000119.txt
4711,consolidated balance sheets,2015,Total assets,15251,thousands,4711,10-K,718877,"Activision Blizzard, Inc.",31DEC2015,29FEB2016,155,94,21458,-0.002842763,25,edgar/data/718877/0001047469-16-010584.txt
4713,consolidated balance sheets,2015,Total Assets,876,thousands,4713,10-K,1433660,John Bean Technologies CORP,31DEC2015,29FEB2016,80,92,8668,0.0013844024,10,edgar/data/1433660/0001628280-16-012004.txt
4715,consolidated balance sheets,2016,Total assets,7653,thousands,4715,10-K,1378992,BERRY PLASTICS GROUP INC,31OCT2016,30NOV2016,129,79,7726,-0.006471654,27,edgar/data/1378992/0001378992-16-000097.txt
4718,consolidated balance sheets,2015,Total assets,53916000,thousands,4718,10-K,1473597,"STR HOLDINGS, INC.",31DEC2015,22MAR2016,332,155,13985,-0.012656418,3,edgar/data/1473597/0001047469-16-011435.txt
4722,consolidated balance sheets,2015,TOTAL ASSETS,4613536,thousands,4722,10-K,1178727,DRONE AVIATION HOLDING CORP.,31DEC2015,04MAR2016,30,11,2456,-0.007736156,7,edgar/data/1178727/0001013762-16-001358.txt
4726,consolidated balance sheets,2015,Total assets,58209000,thousands,4726,10-K,949858,"ONCOGENEX PHARMACEUTICALS, INC.",31DEC2015,09MAR2016,161,100,10747,-0.005676003,0,edgar/data/949858/0001564590-16-014302.txt
4729,consolidated balance sheets,2015,Total assets,166117812,thousands,4729,10-K,1394156,"Diversified Restaurant Holdings, Inc.",31DEC2015,11MAR2016,84,54,7350,-0.004081633,13,edgar/data/1394156/0001394156-16-000057.txt
4731,consolidated balance sheets,2015,Total assets,38477000,thousands,4731,10-K,1437226,"Mastech Holdings, Inc.",31DEC2015,25MAR2016,64,40,5243,-0.004577532,22,edgar/data/1437226/0001193125-16-517521.txt
4735,consolidated balance sheets,2015,Total assets,228543000,thousands,4735,10-K,1351285,ROSETTA STONE INC,31DEC2015,14MAR2016,275,97,15158,-0.011742974,10,edgar/data/1351285/0001351285-16-000100.txt
4739,consolidated balance sheets,2015,Total assets,1181865,thousands,4739,10-K,1419583,"Eos Petro, Inc.",31DEC2015,30MAR2016,100,28,6697,-0.010751083,30,edgar/data/1419583/0001445866-16-001820.txt
4741,consolidated balance sheets,2015,Total assets,2681948000,thousands,4741,10-K,1124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",31DEC2015,29FEB2016,141,161,18248,0.0010960105,26,edgar/data/1124804/0001564590-16-013600.txt
4743,consolidated balance sheets,2015,Total assets,1929328000,thousands,4743,10-K,1309402,Green Plains Inc.,31DEC2015,18FEB2016,89,50,9847,-0.003960597,3,edgar/data/1309402/0001309402-16-000149.txt
4745,consolidated balance sheets,2015,TOTAL ASSETS,776759,thousands,4745,10-K,1437283,"VIRTUAL PIGGY, INC.",31DEC2015,14APR2016,26,20,2875,-0.002086957,2,edgar/data/1437283/0001214659-16-010883.txt
4750,consolidated balance sheets,2015,TOTAL ASSETS,677561000,thousands,4750,10-K,1530249,"FS Bancorp, Inc.",31DEC2015,25MAR2016,82,60,8760,-0.002511416,2,edgar/data/1530249/0000939057-16-000729.txt
4756,consolidated balance sheets,2015,Total assets,69110000,thousands,4756,10-K,1432150,"GigOptix, Inc.",31DEC2015,14MAR2016,120,31,6879,-0.012937927,5,edgar/data/1432150/0001140361-16-057556.txt
4759,consolidated balance sheets,2015,Total Assets,4632405,thousands,4759,10-K,1432963,ENERGY & TECHNOLOGY CORP.,31DEC2015,31MAR2016,33,31,3076,-0.000650195,1,edgar/data/1432963/0001213900-16-012093.txt
4762,consolidated balance sheets,2015,Total assets,119377000,thousands,4762,10-K,1230058,KAANAPALI LAND LLC,31DEC2015,27SEP2016,36,12,2578,-0.009309542,0,edgar/data/1230058/0000892626-16-000543.txt
4764,consolidated balance sheets,2016,Total assets,31504017,thousands,4764,10-K,1414628,"Calpian, Inc.",31MAR2016,19AUG2016,29,11,1650,-0.010909091,1,edgar/data/1414628/0001414628-16-000045.txt
4766,consolidated balance sheets,2015,TOTAL ASSETS,2022731,thousands,4766,10-K,1424768,VYCOR MEDICAL INC,31DEC2015,30MAR2016,29,6,2371,-0.009700548,0,edgar/data/1424768/0001654954-16-000200.txt
4770,consolidated balance sheets,2015,Total assets,18591501000,thousands,4770,10-K,1040719,WALTER INVESTMENT MANAGEMENT CORP,31DEC2015,29FEB2016,626,301,35292,-0.009208886,14,edgar/data/1040719/0001040719-16-000052.txt
4772,consolidated balance sheets,2015,TOTAL ASSETS,165832,thousands,4772,10-K,1385799,Advanced Biomedical Technologies Inc.,31OCT2015,16FEB2016,81,48,5428,-0.006079587,2,edgar/data/1385799/0001387131-16-004238.txt
4774,consolidated balance sheets,2015,Total Assets,24318660,thousands,4774,10-K,1271075,"usell.com, Inc.",31DEC2015,31MAR2016,275,105,10006,-0.016989806,44,edgar/data/1271075/0001144204-16-091734.txt
4778,consolidated balance sheets,2015,Total Assets,3414563000,thousands,4778,10-K,1465885,Western Asset Mortgage Capital Corp,31DEC2015,11MAR2016,359,194,25154,-0.006559593,4,edgar/data/1465885/0001047469-16-011025.txt
4781,consolidated balance sheets,2015,Total assets,153947,thousands,4781,10-K,1451654,"PETROSONIC ENERGY, INC.",31DEC2015,05APR2016,63,26,3371,-0.010975972,2,edgar/data/1451654/0001493152-16-008651.txt
4785,consolidated balance sheets,2015,TOTAL ASSETS,389253,thousands,4785,10-K,1421907,Trident Brands Inc,30NOV2015,11MAR2016,21,8,1966,-0.006612411,0,edgar/data/1421907/0001165527-16-000688.txt
4792,consolidated balance sheets,2015,TOTAL ASSETS,7596,thousands,4792,10-K,1468174,Hyatt Hotels Corp,31DEC2015,18FEB2016,248,182,19735,-0.003344312,11,edgar/data/1468174/0001468174-16-000152.txt
4796,consolidated balance sheets,2015,Total Assets,8504581,thousands,4796,10-K,1317880,"Plandai Biotechnology, Inc.",30JUN2015,30JUN2016,55,25,4560,-0.006578947,4,edgar/data/1317880/0001262463-16-000987.txt
4801,consolidated balance sheets,2015,Total assets,5791,thousands,4801,10-K,1395942,"KAR Auction Services, Inc.",31DEC2015,18FEB2016,181,77,15648,-0.006646217,13,edgar/data/1395942/0001395942-16-000261.txt
4804,consolidated balance sheets,2015,Total assets,343519000,thousands,4804,10-K,850261,"Sorrento Therapeutics, Inc.",31DEC2015,15MAR2016,84,34,7767,-0.006437492,5,edgar/data/850261/0001564590-16-014768.txt
4807,consolidated balance sheets,2015,Total assets,3204230000,thousands,4807,10-K,1418819,Iridium Communications Inc.,31DEC2015,25FEB2016,37,8,3583,-0.008093776,2,edgar/data/1418819/0001564590-16-013397.txt
4811,consolidated balance sheets,2016,TOTAL ASSETS,21684811,thousands,4811,10-K,1097792,"Ominto, Inc.",30SEP2016,29DEC2016,83,77,9992,-0.00060048,2,edgar/data/1097792/0001213900-16-019782.txt
4818,consolidated balance sheets,2015,Total Assets,13055277000,thousands,4818,10-K,1428205,"Armour Residential REIT, Inc.",31DEC2015,18FEB2016,182,70,10730,-0.010438024,1,edgar/data/1428205/0001428205-16-000300.txt
4823,consolidated balance sheets,2015,TOTAL ASSETS,4619805,thousands,4823,10-K,1454124,"5BARz International, Inc.",31DEC2015,27APR2016,54,31,4436,-0.005184851,1,edgar/data/1454124/0001017386-16-000428.txt
4829,consolidated balance sheets,2015,Total assets,323886000,thousands,4829,10-K,1406666,"CALIX, INC",31DEC2015,26FEB2016,122,41,9212,-0.008792879,5,edgar/data/1406666/0001406666-16-000041.txt
4831,consolidated balance sheets,2015,Total assets,6337255000,thousands,4831,10-K,1477294,Sensata Technologies Holding N.V.,31DEC2015,02FEB2016,222,129,20152,-0.004614927,35,edgar/data/1477294/0001477294-16-000154.txt
4834,consolidated balance sheets,2015,TOTAL ASSETS,5933613,thousands,4834,10-K,1447380,MOBIVITY HOLDINGS CORP.,31DEC2015,30MAR2016,49,24,4019,-0.006220453,4,edgar/data/1447380/0001562762-16-000365.txt
4836,consolidated balance sheets,2015,Total assets,482580000,thousands,4836,10-K,1430592,"Financial Engines, Inc.",31DEC2015,19FEB2016,121,79,14122,-0.002974083,19,edgar/data/1430592/0001564590-16-012937.txt
4842,consolidated balance sheets,2015,Total assets,122196000,thousands,4842,10-K,1297336,ReachLocal Inc,31DEC2015,30MAR2016,278,103,17418,-0.010047078,16,edgar/data/1297336/0001437749-16-028591.txt
4844,consolidated balance sheets,2015,Total assets,10102802,thousands,4844,10-K,1285550,"MRI INTERVENTIONS, INC.",31DEC2015,25MAR2016,50,35,4636,-0.003235548,0,edgar/data/1285550/0001534424-16-000661.txt
4846,consolidated balance sheets,2015,Total Assets,19562629,thousands,4846,10-K,1463972,Vuzix Corp,31DEC2015,30MAR2016,84,49,7449,-0.004698617,0,edgar/data/1463972/0001144204-16-091496.txt
4854,consolidated balance sheets,2015,Total assets,619121000,thousands,4854,10-K,1446847,IRONWOOD PHARMACEUTICALS INC,31DEC2015,19FEB2016,135,188,16057,0.0033007411,1,edgar/data/1446847/0001047469-16-010251.txt
4857,consolidated balance sheets,2015,Total assets,797721000,thousands,4857,10-K,38079,SABINE OIL & GAS CORP,31DEC2015,24MAR2016,39,0,1211,-0.032204789,1,edgar/data/38079/0001558370-16-004332.txt
4860,consolidated balance sheets,2015,TOTAL ASSETS,34247862,thousands,4860,10-K,844856,VAPOR CORP.,31DEC2015,08APR2016,475,113,16108,-0.022473305,13,edgar/data/844856/0001571049-16-013764.txt
4862,consolidated balance sheets,2015,Total assets,453416,thousands,4862,10-K,1405249,"ARTVENTIVE MEDICAL GROUP, INC.",31DEC2015,14APR2016,45,32,2791,-0.004657829,0,edgar/data/1405249/0001056520-16-000234.txt
4864,consolidated balance sheets,2015,TOTAL ASSETS,63781000,thousands,4864,10-K,1415684,MusclePharm Corp,31DEC2015,17MAR2016,150,91,9943,-0.005933823,8,edgar/data/1415684/0001193125-16-507417.txt
4867,consolidated balance sheets,2015,Total Assets,281370,thousands,4867,10-K,1452804,"PEAK PHARMACEUTICALS, INC.",30SEP2015,13JAN2016,53,18,2416,-0.014486755,1,edgar/data/1452804/0001137050-16-000192.txt
4871,consolidated balance sheets,2015,Total assets,16654070000,thousands,4871,10-K,1520566,Nationstar Mortgage Holdings Inc.,31DEC2015,01MAR2016,37,47,2536,0.0039432177,3,edgar/data/1520566/0001628280-16-012098.txt
4874,consolidated balance sheets,2015,Total assets,64873000,thousands,4874,10-K,1365101,Primo Water Corp,31DEC2015,09MAR2016,84,42,6057,-0.006934126,0,edgar/data/1365101/0001140361-16-057208.txt
4876,consolidated balance sheets,2015,Total assets,70667000,thousands,4876,10-K,1487371,"GenMark Diagnostics, Inc.",31DEC2015,23FEB2016,75,43,6664,-0.004801921,2,edgar/data/1487371/0001487371-16-000229.txt
4880,consolidated balance sheets,2015,Total assets,192970000,thousands,4880,10-K,1486800,"Higher One Holdings, Inc.",31DEC2015,15MAR2016,149,29,10896,-0.011013216,43,edgar/data/1486800/0001437749-16-027634.txt
4883,consolidated balance sheets,2015,Total Assets,89748007,thousands,4883,10-K,1473334,"Nova Lifestyle, Inc.",31DEC2015,28MAR2016,53,49,8296,-0.00048216,4,edgar/data/1473334/0001185185-16-004004.txt
4885,consolidated balance sheets,2015,Total Assets,265964,thousands,4885,10-K,1381871,"US Highland, Inc.",31DEC2015,15APR2016,21,7,1231,-0.011372868,1,edgar/data/1381871/0001477932-16-009801.txt
4887,consolidated balance sheets,2016,Total assets,318505000,thousands,4887,10-K,1387467,ALPHA & OMEGA SEMICONDUCTOR Ltd,30JUN2016,26AUG2016,119,69,9613,-0.00520129,2,edgar/data/1387467/0001387467-16-000204.txt
